facility_id,name,mineral_type,category,latitude,longitude,state,district,lease_area_ha,owner,ownership_type,mining_method,mineral_class,source,location_precision
62APR15017,KANDALI VERMICULITE (3237 ha),Vermiculite,mining,14.15259402243105,79.75890437446189,ANDHRA PRADESH,SPSR Nellore,3.237,B.KOTESWARA RAO,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04020,Velpula,Limestone,mining,14.359884128555752,78.24092844422825,ANDHRA PRADESH,YSR KADAPA,7.45,VELPULA KRISHNAVENI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11084,PALKUR (SY.NO.8),Limestone,mining,15.42109140713697,78.26457995911096,ANDHRA PRADESH,Kurnool,1.902,DAKSHINA MURTHY NOOKALA,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02039,NAGARUR  MINE,Limestone,mining,15.011203252067407,77.82945903947578,ANDHRA PRADESH,Anantapur,5.332,MALAPATI RAM MOHAN REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04024,Giddangivaripalli,Limestone,mining,14.312584348494049,78.3618017241165,ANDHRA PRADESH,YSR KADAPA,3.934,M.BHASKAR REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07024,SRI VENKATESWARA MINES & MINERALS,Limestone,mining,16.507315173960265,79.87244008743235,ANDHRA PRADESH,Guntur,20.234,SRI VENKATESWARA MINES & MINERALS IND.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04009,THUMMALUR,Iron Ore,mining,14.444179763188627,78.58468451883014,ANDHRA PRADESH,YSR KADAPA,148.74,PACIFIC MINING PRODUCTS PVT.LIMITED REP BY SUDHESH K.JAIN; TRANSFERRED FROM S.V.SIVA REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11110,GADIGIREVULA(2834 HA),Limestone,mining,15.59878060019695,78.41917046723675,ANDHRA PRADESH,Kurnool,2.834,M. MAHESH KHANNA,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11097,"MALKAPURAM(SYNO.82/1,82/8,83/1&2)",Limestone,mining,15.343344527337468,77.99565608955834,ANDHRA PRADESH,Kurnool,4.514,D.LEELAVATHI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
62APR15013,Sri Rama Maruthi Vermiculite Mine,Vermiculite,mining,14.099497600621897,79.78682825059174,ANDHRA PRADESH,SPSR Nellore,10.87,M/s SRI RAMA MARUTHI VERMICULITE MINE (MURUGA),Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
19APR11031,MALKAPURAM (738/2B & 739/2),Limestone,mining,15.352985113200114,77.92087157809138,ANDHRA PRADESH,Kurnool,1.381,INDLA CHANDRA SHEKHAR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11105,BEECHUPALLI LIMESTONE&DOLOMITE(SYNO.572/Q2),Limestone,mining,15.336757384958242,77.8754237781432,ANDHRA PRADESH,Kurnool,2.024,"BEECHUPALLI MINERALS AND CHEMICALS, MG PARTNER:MANNE PEDDANAGI REDDY",Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
62APR15019,RAMACHANDRA VERMICULITE MINE,Vermiculite,mining,14.097241226100003,79.78692241792156,ANDHRA PRADESH,SPSR Nellore,5.152,THE PREMIER MICA COMPANY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11145,KOMAROLU (21/P),Limestone,mining,15.561063651991564,78.14987899072236,ANDHRA PRADESH,Kurnool,4.961,"SIMRAN MINERALS  Mg.P, M.D.KALEEM",Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
22APR15030,THEEPANUR,Vermiculite,mining,14.091908085391594,79.84028891593896,ANDHRA PRADESH,SPSR Nellore,16.123,CERAMIC RAW MATERIAL & SERVICE CENTRE,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11107,AMAN MINERALS,Limestone,mining,15.320810119009494,77.8569224672617,ANDHRA PRADESH,Kurnool,2.802,AMANULLAH KHAN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04001,COROMANDAL,Limestone,mining,14.657722663236006,78.47592321894099,ANDHRA PRADESH,YSR KADAPA,602.137,THE INDIA CEMENTS LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11111,JALADURGAM (SYNO.752),Limestone,mining,15.304037419107667,77.93337391607473,ANDHRA PRADESH,Kurnool,4.194,SRI GANESH MINERAL INDUSTRIES (PROP: ANUMULA VENKATA LAKSHMAMMA),Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02035,KONUPPALAPADU (22/B),Limestone,mining,15.147781015230112,77.90188179856814,ANDHRA PRADESH,Anantapur,5.67,INDLA CHANDRA SHEKHAR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30Apr11040,YAPARLAPADU,Iron Ore,mining,15.63689503153057,77.99821361777349,ANDHRA PRADESH,Kurnool,72.197,KIRAN INDUSTRIES,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
41APR15123,SRI PARVATHI MICA MINE,Vermiculite,mining,14.274898428029308,79.77913800299704,ANDHRA PRADESH,SPSR Nellore,7.77,SADHANA MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11092,MALKAPURAM(USHB),Limestone,mining,15.340292400573915,77.9844399678337,ANDHRA PRADESH,Kurnool,1.348,V.SATYAM,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
19APR11026,VALASALA,Iron Ore,mining,15.373029215623253,77.9627802988543,ANDHRA PRADESH,Kurnool,12.662,D.VENKATA SUBBAMMA,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11139,PEDDA MALKAPURAM LIMESTONE MINE,Limestone,mining,15.366710659864733,77.96511700287213,ANDHRA PRADESH,Kurnool,2.319,VENKATA SUBBAMMA DONTHIREDDIGARI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
22APR15028,"MOLAKALAPUNDLA (781, 783)",Vermiculite,mining,14.172868674597243,79.72675649100063,ANDHRA PRADESH,SPSR Nellore,3.437,V.HEMALATHA,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11150,"RANGAPURAM (638, 681, 683 & 648)",Limestone,mining,15.409734488064638,78.1072697391552,ANDHRA PRADESH,Kurnool,3.226,K. LAKSHMI DEVI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11033,MUDDAVARAM IRON ORE,Iron Ore,mining,15.537489638346226,78.09892471002374,ANDHRA PRADESH,Kurnool,23.074,G.JAYACHANDRA KUMAR,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
62APR15018,KANDALI VERMICULITE(3844 ha),Vermiculite,mining,14.152878258663796,79.75697595210958,ANDHRA PRADESH,SPSR Nellore,3.845,B.KOTESWARA RAO,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11149,RANGAPURAM  (116(P) & 1181(P),Limestone,mining,15.427920970610037,78.15416185082921,ANDHRA PRADESH,Kurnool,7.754,C.RAVINDRANATH REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
22APR15051,KOMMANETURU (161/P),Vermiculite,mining,14.125666101732095,79.75545520017808,ANDHRA PRADESH,SPSR Nellore,23.428,S.R.MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
19APR02069,NAGARUR (249/2 & 6),Limestone,mining,14.981802380875848,77.79949846403763,ANDHRA PRADESH,Anantapur,2.842,Y.RAMACHANDRA REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11035,RNS MINES & MINERALS(KALUGOTLA),Iron Ore,mining,15.562415556535939,78.03209175473613,ANDHRA PRADESH,Kurnool,1.214,R.N.S. MINES & TRADERS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20094,PUTIKAVALASA MINE,Manganese Ore,mining,18.666467345565817,83.13770698160816,ANDHRA PRADESH,Vizianagaram,21.77,S.V.NARAYANA REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
19APR04016,Surya Dolomite & Limestone Mine,Limestone,mining,14.409697252997987,78.19362878291933,ANDHRA PRADESH,YSR KADAPA,7.955,NARREDDY SANGI REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR17001,SRI VIJAYA LAKSHMI HEMATITE,Iron Ore,mining,15.589021938669807,79.22111743916962,ANDHRA PRADESH,Prakasam,5.912,S.SANKAR REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07023,BRAMI REDDY,Limestone,mining,16.505747904577625,79.89214743152202,ANDHRA PRADESH,Guntur,62.753,V.SUNDARI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11174,LIMESTONE & DOLOMITE MINE,Limestone,mining,15.359353978901034,77.93560143171692,ANDHRA PRADESH,Kurnool,4.079,K.VEERA KUMAR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR02009,M/SSAI BALAJI MINERALS,Iron Ore,mining,15.051476082281171,76.85979658426899,ANDHRA PRADESH,Anantapur,4.046,SAI BALAJI MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11014,KOLUGUTLA,Iron Ore,mining,15.56226149984407,78.03440284210339,ANDHRA PRADESH,Kurnool,1.315,K.MANIKYAMMA,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR10003,GANDRAI IRON ORE MINE,Iron Ore,mining,16.957869551378074,80.10367117925176,ANDHRA PRADESH,Krishna,9.267,SRI LAKSHMI ENTERPRISES,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
09APR11004,USHB CALCITE AND LIMESTONE MINE,Limestone,mining,15.651938547901572,77.8591047528647,ANDHRA PRADESH,Kurnool,20.64,N.SHAKUNTHALA VANI   (w/o late DAKSHINA MURTHY NOOKALA),Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
19APR11002,MALKAPURAM (722/B1),Limestone,mining,15.354051413958864,77.92523721647906,ANDHRA PRADESH,Kurnool,0.931,SHAIK NAZEER AHMED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11089,MALKAPURAM (659/1),Limestone,mining,15.354889919628171,77.9368198549999,ANDHRA PRADESH,Kurnool,1.599,ALA BHASKER,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11050,JALADURGAM SNO.663/2,Limestone,mining,15.317942132899455,77.91791575097825,ANDHRA PRADESH,Kurnool,2.19,DAKSHINA MURTHY NOOKALA,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20025,PEDANADIPALLI MN MINE,Manganese Ore,mining,18.246856550080842,83.63403024035745,ANDHRA PRADESH,Vizianagaram,7.584,PRAMOD BANSILALJI KACHOLIA,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11166,"MALKAPURAM (707/1 TO 4, ETC)",Limestone,mining,15.203663918490573,77.81208078710866,ANDHRA PRADESH,Kurnool,1.692,V.RANGAIAH,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
09APR19003,"NIMMALAPADU MINE ( SY NO 29/1, 2 ETC. )",Limestone,mining,18.173604336753225,82.93115175058631,ANDHRA PRADESH,Visakhapatnam,8.72,ANDHRA PRADESH MINERAL DEVELOPMENT CORPORATION LIMITED,PSU,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04008,SVVS IRON ORE,Iron Ore,mining,14.4366103758865,78.62081702591443,ANDHRA PRADESH,YSR KADAPA,50.198,K.SIVASANKAR REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04010,SRI SUNITA MINES & MINERALS,Iron Ore,mining,14.432841145486499,78.61757343056021,ANDHRA PRADESH,YSR KADAPA,15.706,G.V.NARAYANA REDDY (TR FROM K SHIVA SHANKAR REDDY),Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04011,"PAGADALAPALLI (64/1, 2)",Iron Ore,mining,14.462827385788481,78.61166251505466,ANDHRA PRADESH,YSR KADAPA,40.469,VELPULA KRISHNAVENI,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11017,PADMAVATHI IRON ORE MINE,Iron Ore,mining,15.554558662792019,77.99968448910764,ANDHRA PRADESH,Kurnool,10.845,N.KANTHA REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11019,RAMALLAKOTA,Iron Ore,mining,15.55965727921989,78.0150050733995,ANDHRA PRADESH,Kurnool,2.226,K.CHANDRASEKHAR,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11022,RAMALLAKOTA,Iron Ore,mining,15.562098135778335,78.01340131441685,ANDHRA PRADESH,Kurnool,4.736,LAXMI NARAYAN GUBBA,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04006,ANJANI IRON ORE MINE,Iron Ore,mining,14.472228021450865,78.59325828556683,ANDHRA PRADESH,YSR KADAPA,208.3,"ANJANI MINES AND MINEALS; SRI.G.NARASIMHA REDDY,Mg.PARTNER",Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR15003,YESWANT (SIRASANAMBEDU) IRON ORE,Iron Ore,mining,13.840247103749622,79.87462533738699,ANDHRA PRADESH,SPSR Nellore,40.469,SAI DHARANI SPONGE IRON (P) LTD,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR17002,MEERJAPETA (288/D),Iron Ore,mining,15.603818776600262,79.23071505913491,ANDHRA PRADESH,Prakasam,4.166,UBR MINERALS; MgP.P.UDAYA BHASKAR,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR17003,GANAPAVARAM (746/2),Iron Ore,mining,16.05909976869868,79.47243242233954,ANDHRA PRADESH,Prakasam,23.903,UBR MINERALS; MgP.P.UDAYA BHASKAR,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07033,KONANKI,Limestone,mining,16.51005040178473,79.88377165203791,ANDHRA PRADESH,Guntur,2.979,MALLELA ADINARAYANA,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02036,NAGARUR LIMESTONE MINE,Limestone,mining,14.964792677706566,77.81336772184069,ANDHRA PRADESH,Anantapur,4.311,AMPAGOWNI SURESH,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04019,IPPATLA,Limestone,mining,14.419750985753199,78.17719421379014,ANDHRA PRADESH,YSR KADAPA,7.487,PRAKASH REDDY YEDUGURU SANDINTI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11017,MOTHUGUPODA,Limestone,mining,15.599103102013322,78.42870656322346,ANDHRA PRADESH,Kurnool,18.623,DECCAN LST MINING CO.PVT.LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11148,JALADURGAM (661/A),Limestone,mining,15.313661225752263,77.92092560307839,ANDHRA PRADESH,Kurnool,1.336,MANNE SUBBA REDDY TRANSFERRED FROM T.SREEDHAR REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07049,MANDADI,Limestone,mining,16.42558668273079,79.41486617620316,ANDHRA PRADESH,Guntur,50.41,M/s THE KCP LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07045,NADIKUDI LIMESTONE MINE,Limestone,mining,16.580893290366433,79.73006950186715,ANDHRA PRADESH,Guntur,6.628,ANDHRA CEMENTS LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11146,KAMALAPURAM/MALKAPURAM(650/P ),Limestone,mining,15.357421998914509,77.94024586096732,ANDHRA PRADESH,Kurnool,4.858,BINGI MAHESH,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
74APR19015,"PAPPUSETTIPALEM (72/P, 74/P & 75 )",Semi Precious Stones,mining,17.699433171547163,82.52025423038744,ANDHRA PRADESH,Visakhapatnam,7.204,"BEELA SRINIVASA RAO, S/O.SURYANARAYANA",Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11086,KOCHERUVU (572/M),Limestone,mining,15.331456563270475,77.90847048718103,ANDHRA PRADESH,Kurnool,3.631,L.ABDUR RAHMAN KHAN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11170,CHANDRAPALLI (214/2 & 223/1),Limestone,mining,15.207078903475367,77.79193368757456,ANDHRA PRADESH,Kurnool,1.619,LODI FAZULUR RAHIM KHAN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
41APR15124,SIVA PARVATHI MICA MINE,Vermiculite,mining,14.144300507761086,79.74958195537995,ANDHRA PRADESH,SPSR Nellore,8.952,G.V.S. MINING & ALLIED INDUSTRIES,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20045,AVAGUDEM,Manganese Ore,mining,18.35184367554631,83.53782334804765,ANDHRA PRADESH,Vizianagaram,13.868,M/s R.B.S.S.D & F.N.DAS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20069,SRI SIVA SANKARA,Manganese Ore,mining,18.28530281087918,83.52775682222719,ANDHRA PRADESH,VIZIANAGARAM,3.95,SHRI BAJARANG POWER & ISPAT LIMITED,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11043,TAVASIKONDA IRON ORE MINE,Iron Ore,mining,15.44633578304845,78.06204055657007,ANDHRA PRADESH,KURNOOL,32.915,M/s SHREE ARYA LAKSHMI STEEL PVT. LTD (TR. FROM M/S SATYANARAYANA RAJU & CO),Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20058,BAGUVALASA,Manganese Ore,mining,18.345604573941568,83.54793420475609,ANDHRA PRADESH,Vizianagaram,46.64,S.K.SARAWAGI & CO. PVT.LTD,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
26APR15001,VENKAT SAI MINE,Vermiculite,mining,14.18151597687591,79.73663384923324,ANDHRA PRADESH,SPSR Nellore,30.801,BIRADAVOLU RAJA RAO,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
40APR20085,GARBHAM,Manganese Ore,mining,18.376997219995523,83.4452671944217,ANDHRA PRADESH,VIZIANAGARAM,5.24,SRI VENKATESWARA MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11042,PULLAGUMMI,Iron Ore,mining,15.634095005115013,78.02893322139414,ANDHRA PRADESH,Kurnool,4.86,LAKSHMI NARASIMHA MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11027,THAVASIKONDA IRON ORE,Iron Ore,mining,15.452115575969716,78.06516019903034,ANDHRA PRADESH,Kurnool,32.003,BUGGANA SANJEEVA REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR11024,EMBOY R.F I/O MINE,Iron Ore,mining,15.556364984397502,78.02021069737455,ANDHRA PRADESH,Kurnool,31.16,"SREE RAMAKRISHNA MINERALS, PROP. T.SUBBAMMA  (SMT. T. VIJAYA GOWRI)",Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04002,SREE LAKSHMI IRON ORE,Iron Ore,mining,14.47889637215927,78.5981231528335,ANDHRA PRADESH,YSR KADAPA,88.395,KANDULA RAJAMOHAN REDDY,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
30APR04007,SRIMAN IRON ORE & LATERITE,Iron Ore,mining,14.470463965031895,78.61360369245976,ANDHRA PRADESH,YSR KADAPA,54.251,APPLE ALLOYS PVT.LTD.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38Apr11176,USHB OF JALADURGAM,Limestone,mining,15.311875034990434,77.94374394136247,ANDHRA PRADESH,Kurnool,1.113,S.MOHAMMED HUSSAIN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02025,GODDUMARRI LIMESTONE,Limestone,mining,14.559351827293211,78.02955368538602,ANDHRA PRADESH,Anantapur,21.24,C. LAKSHMINARAYANA REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02027,MADHU LIMESTONE MINE,Limestone,mining,14.962507804175484,77.81313957204429,ANDHRA PRADESH,Anantapur,1.012,MADHU MINES & MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02028,NAGARUR (10B),Limestone,mining,14.985201806513164,77.80289288324995,ANDHRA PRADESH,Anantapur,2.38,BHOGATI BAYAPU REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
41APR15164,PARLAPALLI & BIRDAVOLU (336 ETC),Vermiculite,mining,14.258699075501156,79.73206784607736,ANDHRA PRADESH,SPSR Nellore,1.947,MODI MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04026,Chinnakudala,Limestone,mining,14.436650532957607,78.1567492713342,ANDHRA PRADESH,YSR KADAPA,15.682,PRAKASH REDDY YEDUGURU SANDINTI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
41APR15165,PERUMALLAPADU (675) Tummalatalupur R.F.area,Vermiculite,mining,14.474522983653278,80.12219320985771,ANDHRA PRADESH,SPSR Nellore,12.141,NAGENDRA MINES & MINERALS,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07051,TERALA LIMESTONE,Limestone,mining,16.424978479323862,79.45131920597153,ANDHRA PRADESH,Guntur,49.18,M/s THE KCP LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11013,KLS QUARRY III,Limestone,mining,15.497409028531555,78.24458792436164,ANDHRA PRADESH,Kurnool,17.693,PANYAM CEMENTS & MINERAL INDUSTRIES LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR07046,ALUGUMALLIPADU,Limestone,mining,16.577287756536677,79.73063264049682,ANDHRA PRADESH,Guntur,38.101,ANDHRA CEMENTS LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11171,CHANDRAPALLI (214/2 & 223/1),Limestone,mining,15.375671611144226,78.27174504891148,ANDHRA PRADESH,Kurnool,1.174,MALKIREDDY NARAYANA REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11064,NANDAWARAM,Limestone,mining,15.366105722530966,78.25397220799074,ANDHRA PRADESH,Kurnool,2.202,S.VENKATARAMI REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11039,JINKALATIPPA,Limestone,mining,15.358977165270923,77.94345080926375,ANDHRA PRADESH,Kurnool,13.594,KHASIM SHAIK SHAVALI MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11172,"MALKAPURAM (707/1 TO 4, ETC)",Limestone,mining,15.356442618891665,77.93070592530061,ANDHRA PRADESH,Kurnool,4.67,B.HYMAVATHI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11113,MALKAPURAM,Limestone,mining,15.321004487821156,77.88622208709376,ANDHRA PRADESH,Kurnool,11.983,ALA MINERAL INDUSTRIES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11117,MALKAPURAM(5076 HA),Limestone,mining,15.358213795085279,77.95841488505697,ANDHRA PRADESH,Kurnool,5.076,R.LAKSHMI DEVI,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04016,T V PALLI LIMESTONE,Limestone,mining,14.32398777357465,78.37376921272164,ANDHRA PRADESH,YSR KADAPA,9.514,SRIKALAHASTHI PIPES LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR02049,AMALGAMATED GUDIPADU LIMESTONE MINE,Limestone,mining,15.112194516620704,77.96780863295324,ANDHRA PRADESH,ANANTAPUR,421.096,M/s PENNA CEMENT INDUSTRIES LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR04009,PATTURU,Limestone,mining,14.68868422383464,78.79712670365421,ANDHRA PRADESH,YSR KADAPA,28.202,SRIKALAHASTHI PIPES LIMITED,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11162,CHANDRAPALLI,Limestone,mining,15.215554256911874,77.79918900024688,ANDHRA PRADESH,Kurnool,3.289,M/s NARIVENI MINERALS Mg.Partner Smt.G.Suhasini (Transfd.from SIVA GANGA MINERAL COMPANY),Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11063,MADHAVARAM MINE,Limestone,mining,15.343868215172911,77.97189045952535,ANDHRA PRADESH,Kurnool,7.932,QUALITY MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38APR11121,YERRAGUDI LIMESTONE MINE,Limestone,mining,15.381877582893935,78.15395986706226,ANDHRA PRADESH,Kurnool,1.312,S.NARAYANA REDDY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
