facility_id,name,mineral_type,category,latitude,longitude,state,district,lease_area_ha,owner,ownership_type,mining_method,mineral_class,source,location_precision
07GUJ07039,Mordhar-1 [330] Bauxite Mine,Bauxite,mining,22.21584851821491,69.31046574132225,GUJARAT,Devbhumi Dwarka,6.3737,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08018,Adityana [5/6p] Limestone Mine,Limestone,mining,21.712701803382934,69.72216099380124,GUJARAT,Porbandar,9.21,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08247,Nakhada-B,Limestone,mining,20.921463035011772,70.51549004488243,GUJARAT,Junagadh,7.12,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08349,Navagam [218] Limestone Mine,Limestone,mining,20.90470498241744,70.55745794442146,GUJARAT,Junagadh,2.0,Gigabhai Dudhabhai Koli,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07020,Lamba [30/P] Bauxite Mine,Bauxite,mining,21.931713521300495,69.32058222735142,GUJARAT,Devbhumi Dwarka,32.375,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07057,Khan Kotra [538] Limestone Mine,Limestone,mining,22.288695969775635,70.27478901852956,GUJARAT,Jamnagar,20.0,Jyotsanaben Bharat Kumar Modi,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07007,Chorbedi-1 Limestone Mine,Limestone,mining,22.08720289575025,69.99694510745495,GUJARAT,Jamnagar,254.89,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07008,Chorbedi-2 [1/p] Limestone Mine,Limestone,mining,22.077063286216067,70.01504508003299,GUJARAT,Jamnagar,20.2341,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08333,Aniali-B [94/P] Limestone Mine,Limestone,mining,21.6871289463158,69.86795043789475,GUJARAT,Porbandar,6.07,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08087,Malundha [185/45] Limestone Mine,Limestone,mining,20.99491075906542,70.3752776953271,GUJARAT,Junagadh,37.23,R.J.Trivedi & Co.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07091,Bhogat [100] Limestone Mine,Limestone,mining,21.991607142857138,69.20904365079365,GUJARAT,Devbhumi Dwarka,4.9,Nilesh P.Pandya,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ14023,Dedhrota Bauxite Mine,Bauxite,mining,23.60823677248677,72.84267976190476,GUJARAT,Sabarkantha,20.0,Alimiya Imamali Saiyad,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07136,Ran [238/p] Bauxite Mine,Bauxite,mining,22.15910069374999,69.31586631937499,GUJARAT,Devbhumi Dwarka,1.6896,Kanaiya Industries,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ08009,Vishvada [711/p] Bauxite Mine,Bauxite,mining,21.807464605967738,69.45482750854839,GUJARAT,Porbandar,12.1405,Naresh Prabhudas Makhecha,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ08011,Palakhada[ 271] Bauxite Mine,Bauxite,mining,21.775938888999995,69.495933333,GUJARAT,Porbandar,4.89,Indulal Chhabiladas Vora,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08099,Preshnawada-Morasa Limestone Mine,Limestone,mining,20.859550047857073,70.55852233571038,GUJARAT,Junagadh,253.85,Gujarat Sidhee Cement Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ08010,Vishvada [731/p] Bauxite Mine,Bauxite,mining,21.796322034745756,69.45628060305084,GUJARAT,Porbandar,20.23,Naresh Prabhudas Makhecha,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09003,"Dakorwada [1044,1045,1046] Bauxite Mine",Bauxite,mining,22.776050980392156,73.1283496732026,GUJARAT,Kheda,5.09,Shri Janak Kumar Kantilal Sadhu Legal heirs of Smt. Pushpaben Harilal Joshi,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09006,"Dakor [1051,1052,1054] Bauxite Mine",Bauxite,mining,22.776297474545448,73.13223661636363,GUJARAT,Kheda,4.0266,Shri Janak Kumar Kantilal Sadhu Legal heirs of Smt. Pushpaben Harilal Joshi,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09007,"Dakorwada [1047,1048,1050] Bauxite Mine",Bauxite,mining,22.776754012345684,73.13022530864197,GUJARAT,Kheda,4.8258,Shri Janak Kumar Kantilal Sadhu Legal heirs of Smt. Pushpaben Harilal Joshi,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ10011,Nana Gonyasar [116] [ML-46] Bauxite Mine,Bauxite,mining,22.998610857137496,69.3935271134625,GUJARAT,Kachchh,70.93,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08314,Fulka [57] Limestone Mine,Limestone,mining,20.86788523653846,70.9306778673077,GUJARAT,Junagadh,3.4196,Nirma Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ10015,"Naredi I [313/p,188..] [ML-161] Bauxite Mine",Bauxite,mining,23.213704141019967,69.18498614783485,GUJARAT,Kachchh,62.36,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07011,Gop-1 [Part of S.NO.50] Limestone Mine,Limestone,mining,22.041676810909085,69.92313851727273,GUJARAT,Jamnagar,218.53,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07059,Ranpur [209/p] Limestone Mine,Limestone,mining,21.81487142714285,69.67243214142857,GUJARAT,Jamnagar,28.85,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07081,Navadara [80/p] Limestone Mine,Limestone,mining,21.932807587560973,69.2575569102439,GUJARAT,Devbhumi Dwarka,15.8015,Dwarkadhish Minerals/Previous Owner-Devram Gordhandas Barai,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08028,Bhod [358/1] Limestone Mine,Limestone,mining,21.692507099999997,69.79360771444446,GUJARAT,Porbandar,13.36,R.R. Minerals,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07010,Gop-2 [50/P] Limestone Mine,Limestone,mining,22.05209741454545,69.9124269,GUJARAT,Jamnagar,58.68,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ15001,Vastan Limestone Mine,Limestone,mining,21.392543979402983,73.07938862477613,GUJARAT,Surat,80.0,Gujarat Industries Power Co. Ltd.,PSU,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21055,Aniali (15.99 ha) Limestone Mine,Limestone,mining,21.68289305535714,69.85553740071428,GUJARAT,Porbandar,15.9953,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21060,"Ranavav [55/1,37/2] Limestone Mine",Limestone,mining,21.68175084458333,69.76272181958333,GUJARAT,Porbandar,31.28,Nirma Ltd. Division of Saurashtra Chemicals,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08299,Sugala Limestone Mine,Limestone,mining,20.897825193571425,70.76618294669714,GUJARAT,Junagadh,417.3584,Ambuja Cements Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
24GUJ18003,"Ambadungar [11P,77, Old 40 paiki] Fluorspar Mine",Fluorspar,mining,21.99587742231785,74.06035016538593,GUJARAT,Vadodara,32.0,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
24GUJ18002,Ambadungar [40] Fluorspar Mine,Fluorspar,mining,21.995345553639854,74.06362686590037,GUJARAT,Vadodara,31.21,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07080,Vasai [129] Limestone Mine,Limestone,mining,22.351535446671722,68.99903341782266,GUJARAT,Devbhumi Dwarka,4.2467,Rajesh Sadulbha Ker,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09005,Dakorwada [1054 TO 1057] Bauxite Mine,Bauxite,mining,22.779624074166662,73.13238935083334,GUJARAT,Kheda,5.5138,Shri Janak Kumar Kantilal Sadhu Legal heirs of Smt. Pushpaben Harilal Joshi,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09017,Taiyabpura [100/328] Bauxite Mine,Bauxite,mining,23.037996947,73.084715277,GUJARAT,Kheda,7.83,Janak Kumar Kantilal Sadhu,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07092,"Patan Limestone Mine Survey No. 185(old), 288 (New) Limestone Mine",Limestone,mining,21.810313812927323,70.03685753111682,GUJARAT,Jamnagar,911.4145,Nirma Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08078,Khorasa [397/P] Limestone Mine,Limestone,mining,21.042606349206356,70.33201587301586,GUJARAT,Junagadh,1.0,Babubhai Kalabhai Vaja,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09019,Taiyabpura [328/A][Road Wali] Bauxite Mine,Bauxite,mining,23.040507407407404,73.08038259259258,GUJARAT,Kheda,1.0,Janak Kumar Kantilal Sadhu,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07067,Gojiness [78/1] Limestone Mine,Limestone,mining,22.003778194499994,69.1923327775,GUJARAT,Devbhumi Dwarka,14.4,Raghuvir Industries,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08177,Aniali-Ranabordi [207/p] Limestone Mine,Limestone,mining,21.7081882375,69.946642955,GUJARAT,Porbandar,16.21,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08277,Fulka [44] Limestone Mine,Limestone,mining,20.868500967391302,70.93793683652174,GUJARAT,Junagadh,4.7146,Nirma Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08288,Khorasa [397/p] Limestone Mine,Limestone,mining,21.04305046296296,70.3327875,GUJARAT,Junagadh,1.0,Rudabhai Devshibhai Vadher,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08315,Dhrabavad [101] Limestone Mine,Limestone,mining,20.856056003124998,70.898546279375,GUJARAT,Junagadh,2.5293,Nirma Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08335,Damasa [110/p] Limestone Mine,Limestone,mining,20.847720555714282,70.96165019857143,GUJARAT,Junagadh,2.8328,Nirma Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07042,Pachhtar [160/p] Limestone Mine,Limestone,mining,21.8499479165,69.7157344445,GUJARAT,Jamnagar,116.0544,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07024,Mahadeviya,Bauxite,mining,22.05080615038665,69.30653105935056,GUJARAT,Devbhumi Dwarka,168.3124,Nirmala Ben S. Mehta,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07048,Nandana [529/New 838/p] Bauxite Mine,Bauxite,mining,22.15197899511163,69.28217627402317,GUJARAT,Devbhumi Dwarka,0.0,Minerals & Minerals Corp.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07063,Varada-1[330/P] Bauxite Mine,Bauxite,mining,22.24172517629571,69.31780384575693,GUJARAT,Devbhumi Dwarka,11.33,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08228,Bhimdeol (Khamba) [150/p] Limestone Mine,Limestone,mining,20.950361299156615,70.60956061727936,GUJARAT,Junagadh,4.6735,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08231,Adityana [229] Limestone Mine,Limestone,mining,21.740396120789217,69.69848810663835,GUJARAT,Porbandar,1.0995,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07111,Sultani [110/1] Bauxite Mine,Bauxite,mining,22.254696896201988,69.325026152412,GUJARAT,Devbhumi Dwarka,53.61,Ramniklal Mulji Thanki,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08289,Kukras [68 pakki] Limestone Mine,Limestone,mining,21.667607970941486,69.73730128605915,GUJARAT,Porbandar,0.57,Bipin Chandra Amrutlal Pandit,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ12002,Pavdi 103/1 Limestone Mine,Limestone,mining,22.95670321539366,74.21872919773364,GUJARAT,Dohad,65.86,Panchmahal Cements Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07049,Nandana [171/p] Bauxite Mine,Bauxite,mining,22.129208718081095,69.31660975782887,GUJARAT,Devbhumi Dwarka,1.2141,Minerals & Minerals Corp.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07138,Bhopalka [560] Bauxite Mine,Bauxite,mining,22.12388639478425,69.3324806152701,GUJARAT,Devbhumi Dwarka,14.164,Bauxite Mining Industries (India) Pvt. Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07140,Khakhada [768/1p] Bauxite Mine,Bauxite,mining,22.111117609920036,69.33666499911016,GUJARAT,Devbhumi Dwarka,34.8,Bauxite Mining Industries (India) Pvt. Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08020,Ashok Minerals [94/2] Limestone Mine,Limestone,mining,21.686588184545453,69.86501709727273,GUJARAT,Porbandar,3.2375,H.B.Keshwala,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08253,Sutrpada-B Limestone Mine,Limestone,mining,20.86861305168024,70.51006658075855,GUJARAT,Junagadh,8.0,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08053,"Godhana [60,71] Limestone Mine",Limestone,mining,21.79413111542918,69.66001242221337,GUJARAT,PORBANDAR,86.65,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08057,Inaj Limestone Mine,Limestone,mining,20.99416852481837,70.42352825151774,GUJARAT,Junagadh,16.59,Aher Bhagwan Bhimsi,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07050,Navadra [80/160] Bauxite Mine,Bauxite,mining,21.952459907305602,69.2715484538368,GUJARAT,Devbhumi Dwarka,13.57,Imperial Mining Syndicate,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07065,Virpur [153] Bauxite Mine,Bauxite,mining,22.246787706549664,69.32158833493175,GUJARAT,Devbhumi Dwarka,5.18,Arun Kumar Gordhandas Malkan (M/s GANGA DOSA & COMPANY),Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07002,"Asota-Mevasa [352,365,372,271] Bauxite Mine",Bauxite,mining,22.21751502202053,69.3313641156375,GUJARAT,Devbhumi Dwarka,682.3892,Bombay Minerals Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07031,Mevasa - I [437&396] Bauxite Mine,Bauxite,mining,22.229393619390123,69.31857156729352,GUJARAT,Devbhumi Dwarka,186.96,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ02008,Gujarat Ambuja Limestone Mine [44] Limestone Mine,Limestone,mining,20.851568505047457,70.70812791807307,GUJARAT,Junagadh,108.97,Ambuja Cements Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07044,"Nandana-1 [243,103] Bauxite Mine",Bauxite,mining,22.127529939611833,69.3168059242504,GUJARAT,Devbhumi Dwarka,188.3,Bombay Minerals Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07097,Pilidhar Bauxite Mine [110/136] Bauxite Mine,Bauxite,mining,22.27050844254891,69.31793620842329,GUJARAT,Devbhumi Dwarka,121.4054,Dalmia Refractories Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ02011,"Varshwarup-Bhakodar [71/1,94/8,98] Limestone Mine",Limestone,mining,20.887293505431707,71.4648286735481,GUJARAT,Amreli,84.4475,Ultratech Cement Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08212,Rangpur [129/p] Limestone Mine,Limestone,mining,20.92519505453134,70.66349710744845,GUJARAT,Junagadh,88.0,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ10022,Roha-Kotda Jarok [ML-623] Bauxite Mine,Bauxite,mining,23.17174097056529,69.22802411148028,GUJARAT,Kachchh,360.36,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08239,Meghpur [Block-A] Limestone Mine,Limestone,mining,20.91006980807265,70.45658486048815,GUJARAT,Junagadh,10.5218,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ31001,Lodhva Limestone Mine Limestone Mine,Limestone,mining,20.82640312963422,70.58004441129762,GUJARAT,Gir Somnath,505.6839,Ambuja Cements Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08241,"Ajotha-A [102,108/2,139.] Limestone Mine",Limestone,mining,20.902347912793115,70.47729166368434,GUJARAT,Junagadh,41.2299,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ30001,"Lamba Bauxite Mine, 1883/P Bauxite Mine",Bauxite,mining,21.920557868714997,69.29484892272829,GUJARAT,Devbhumi Dwarka,19.678,Industrial Minerals,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08273,"Sutrapada Block-D[1483,1488/1,1496] Limestone Mine",Limestone,mining,20.85719869865332,70.4940412354857,GUJARAT,Junagadh,34.2873,Gujarat Heavy Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ05007,MRMRJ Limestone Mine Limestone Mine,Limestone,mining,21.183667330818842,72.05595176768294,GUJARAT,Bhavnagar,499.7236,Ultratech Cement Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ05008,"KDK Limestone Mine (Kotda, Dayal & Kalsar Limestone Mine",Limestone,mining,21.139464381012704,71.95011741637869,GUJARAT,Bhavnagar,632.0064,Ultratech Cement Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ13004,Rabarika [338/P] Limestone Mine,Limestone,mining,21.808567222222216,70.60252333333334,GUJARAT,Rajkot,4.0,Natwarlal Bavanjibhai Vaghasiya,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21097,Aniali [207/p] Limestone Mine,Limestone,mining,21.709071666666656,69.82996722222224,GUJARAT,Porbandar,21.04,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21100,Ishwaria [180/p] Limestone Mine,Limestone,mining,21.715844444444443,69.93440416666668,GUJARAT,Porbandar,14.37,Tata Chemicals Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21101,"Roghada Limestone Mine, [46/2P & 46/4/1P] Limestone Mine",Limestone,mining,21.65771358055555,70.06353101833332,GUJARAT,Porbandar,4.0,Mirkhibhai Jetabhai Vanda,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21080,Ranavav [250/2] Limestone Mine,Limestone,mining,21.695507046705984,69.74774025235303,GUJARAT,Porbandar,7.65,Ismile Nathabhai Isani,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21095,Boricha [22/2] Limestone Mine,Limestone,mining,21.754736497973227,69.68482553227756,GUJARAT,PORBANDAR,101.17,Nirma Ltd. Division of Saurashtra Chemicals,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ09027,Sorna (551/P) Bauxite Mine,Bauxite,mining,22.976805294354193,73.08438028457257,GUJARAT,Kheda,26.2196,Sanjay Kumar Trikamlal Shah,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ10012,Wandh-1 [418] [ML-47] Bauxite Mine,Bauxite,mining,23.009469034332625,69.39038587331684,GUJARAT,Kachchh,73.38,Gujarat Mineral Development Corporation Ltd.,PSU,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ10009,Kharai-Harudi (ML 760) Limestone Mine,Limestone,mining,23.47910240738611,68.67305432712995,GUJARAT,Kachchh,2831.61,Ultratech Cement Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07004,Avariyar-2 [330/p] Bauxite Mine,Bauxite,mining,22.222336345067387,69.31957762582826,GUJARAT,Devbhumi Dwarka,50.18,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07045,Nandana-1 [529/P] Bauxite Mine,Bauxite,mining,22.16391575800066,69.27170752818249,GUJARAT,Devbhumi Dwarka,50.83,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08345,Morasa Vavdi Limestone Mine,Limestone,mining,20.858167656006934,70.5317945015275,GUJARAT,Gir Somnath,93.1407,Gujarat Sidhee Cement Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07071,Gurgadh [404/p] Limestone Mine,Limestone,mining,22.20717948591374,69.21026735461918,GUJARAT,Devbhumi Dwarka,12.0,Chandersh Babulal Bedyani C/o M/s Jalaram Minerals,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08341,Bhetali [61/p] Limestone Mine,Limestone,mining,20.961488430505092,70.53936631667891,GUJARAT,Junagadh,51.922,Bharat Chemical Industries,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ21008,Aniyari[21/p] Limestone Mine,Limestone,mining,21.682621607323863,69.85292504747528,GUJARAT,Porbandar,2.4281,Ramniklal Karsandas Amlani,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ05001,Kalsar-1 [360/1 Paiki] Limestone Mine,Limestone,mining,21.119357988774322,71.89119606400091,GUJARAT,Bhavnagar,20.0,Sandeep Cement (P) Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07035,Pachhtar 3 [225] Limestone Mine,Limestone,mining,21.85991606029361,69.69708159389587,GUJARAT,Jamnagar,52.6,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07015,Kennedi [352] Bauxite Mine,Bauxite,mining,22.082401644412876,69.30511033142126,GUJARAT,Devbhumi Dwarka,32.3748,Bharat Abrassive & Chemical Ind.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07103,Mevasa [208/407] Bauxite Mine,Bauxite,mining,22.230603405716614,69.33427526020554,GUJARAT,Devbhumi Dwarka,2.9947,Saurashtra Calcine Bxt.& Allied Ind. Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07134,Virpur [58/183] Bauxite Mine,Bauxite,mining,22.26803673241381,69.32130731330983,GUJARAT,Devbhumi Dwarka,4.6461,Carborundam Universal Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ07012,Mokhana [49 & part of 50] Limestone Mine,Limestone,mining,21.88707068934095,69.73796153866918,GUJARAT,Jamnagar,58.68,Shree Digvijay Cement Co. Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38GUJ08254,Adityana Limestone & Marl Mines,Limestone,mining,21.730821652466087,69.69257234685527,GUJARAT,Porbandar,643.03,Saurashtra Cements Limited,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07GUJ07037,Mevasa-3 [143] Bauxite Mine,Bauxite,mining,22.23258945450048,69.3279390100363,GUJARAT,Devbhumi Dwarka,6.7684,Orient Abrasives Ltd.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
