name,category,mineral_type,latitude,longitude,status,capacity,owner,source,location_precision,source_url_or_reference
Gidi - A Open Cast Coal Mine,mining,Subbituminous,23.691251,85.359806,Operating,0.9,Central Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gidi_A_coal_mine
Godavarikhani Coal Mines,mining,Subbituminous,18.745558,79.508334,Operating,4.0,The Singareni Collieries Co Ltd [100.0%],GEM_Coal_Mine_Tracker,Approximate,https://www.gem.wiki/Godavarikhani_UG_Clusters_coal_mine
Gokul Coal Mine,mining,Subbituminous,20.6697222,79.29638889,Operating,1.88,Western Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gokul_Mine
Gondegaon-Ghatrohana Coal Mine,mining,Subbituminous,21.26629731,79.19242476,Operating,3.5,Western Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gondegaon_mine
Gondudih Khas Kusunda Coal Mine,mining,Bituminous,23.804,86.3773,Operating,2.6,Bharat Coking Coal Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gondudih_Khas_Ksunda_coal_mine
Gopalichak Coal Mine,mining,Bituminous,23.77983,86.343243,Operating,,Bharat Coking Coal Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gopalichak_coal_mine
Gopalji Kaniha Coal Mine,mining,Subbituminous,21.095844,85.079292,Operating,14.0,Mahanadi Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Kaniha_coal_mine
Gopinathpur–Shampur A UG & OC Mine,mining,Subbituminous,23.75017066,86.7441905060008,Operating,0.4,Eastern Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Approximate,https://www.gem.wiki/Gopinathpur–Shampur_A_UG_&_OC_Mine
Gotitoria East & Gotitoria West Coal Mine,mining,Subbituminous,22.733254,78.813088,Operating,0.3,Boulder Stone Mart [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gotitoria_East_%26_Gotitoria_West_Coal_Mine
Gourandih Begunia Coal Mine,mining,Subbituminous,23.805,87.02553,Operating,3.5,Eastern Coalfields Ltd [100.0%],GEM_Coal_Mine_Tracker,Exact,https://www.gem.wiki/Gourandih_Begunia_Coal_Mine
