zone_name,type,state_id,fiscal_year,plant_name,unit,possible_names,latitude,longitude,unit_status,start_year,retired_year,fuel_gem,technology,fuel1,fuel2,installed_capacity_mw,monitored_capacity_mw,net_generation_mu,fuel_1_consumption_if_coal_only_national_coal,fuel_1_consumption_only_for_imported_coal,fuel_2_consumption,gcvkcal_kg_fuel_1_if_coal_only_national_coal,gcvkcal_kg_fuel_1_only_for_imported_coal,gcvkcal_kg_fuel_2,co2ton_fuel_1,co2ton_fuel_2,co2_fuel2_pct,total_co2ton,emission_factor_ton_mwh,auxilary_cons_pct_cal,is_emission_factor_predicted,daily_agg_gross_GWh,lower_95_prediction_emission_factor_ton_mwh,upper_95_prediction_emission_factor_ton_mwh,emission_factor_ton_mwh_knn_q05,emission_factor_ton_mwh_knn_q25,emission_factor_ton_mwh_knn_q75,emission_factor_ton_mwh_knn_q95,emission_factor_ton_mwh_knn_mean
North Eastern,THER (GT),TRIPURA,2018-19,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,626.24,182.40,0.00,0.00,9202.99,0.00,0.00,347191.86,0.00,0.00,347191.86,0.55,3.74,0.0,650.58,0.44,0.78,0.33,0.40,0.53,0.82,0.49
North Eastern,THER (GT),TRIPURA,2019-20,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,779.19,228.36,0.00,0.00,9210.91,0.00,0.00,435038.70,0.00,0.00,435038.70,0.56,3.44,0.0,812.89,0.44,0.75,0.34,0.40,0.53,0.65,0.48
North Eastern,THER (GT),TRIPURA,2020-21,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,846.22,250.71,0.00,0.00,9208.68,0.00,0.00,477513.56,0.00,0.00,477513.56,0.56,3.84,0.0,908.94,0.44,0.72,0.32,0.40,0.54,0.89,0.50
North Eastern,THER (GT),TRIPURA,2021-22,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,891.21,259.72,0.00,0.00,9208.93,0.00,0.00,494684.65,0.00,0.00,494684.65,0.56,3.54,0.0,923.71,0.43,0.72,0.34,0.40,0.52,0.63,0.47
North Eastern,THER (GT),TRIPURA,2022-23,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,816.00,246.00,0.00,0.00,9213.00,1500.45,842.88,468754.38,0.00,0.00,468754.38,0.57,3.55,0.0,845.17,0.44,0.73,0.20,0.39,0.56,0.74,0.48
North Eastern,THER (GT),TRIPURA,2023-24,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,616.49,186.14,0.00,0.00,7924.40,502.35,306.70,354570.70,0.00,,354570.70,0.58,3.52,0.0,641.45,0.43,0.76,0.31,0.41,0.57,0.71,0.49
North Eastern,THER (GT),TRIPURA,2024-25,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,,240.44,0.00,0.00,7952.72,479.97,310.96,155220.20,0.00,,316834.59,0.55,3.38,1.0,543.08,0.43,0.77,0.30,0.41,0.57,0.74,0.49
North Eastern,THER (GT),TRIPURA,2025-26,AGARTALA GT,0,"['AGARTALA GT', 'Agartala power plant']",23.832754,91.288045,operating,2015,,natural gas,Combined cycle,GAS,,135,135,,229.36,0.00,0.00,8125.96,552.17,316.98,170525.07,0.00,,199760.00,0.73,3.76,1.0,278.91,0.43,0.81,0.30,0.41,0.56,0.69,0.48
Western,THERMAL,CHHATISGARH,2018-19,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,7279.00,4750.53,262.88,3996.00,3698.00,3698.00,10100.00,7010523.56,11542.01,0.16,7022065.58,0.96,7.53,0.0,8998.82,0.90,1.07,0.89,0.94,1.01,1.07,0.98
Western,THERMAL,CHHATISGARH,2019-20,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,9549.11,6272.49,238.93,4354.80,3773.00,3773.00,10100.00,9298696.30,12578.37,0.14,9311274.67,0.98,7.20,0.0,15321.33,0.90,1.06,0.87,0.93,1.00,1.10,0.97
Western,THERMAL,CHHATISGARH,2020-21,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,9716.15,6695.93,0.00,2532.92,3689.78,0.00,10100.00,9371787.11,7316.07,0.08,9379103.18,0.97,7.25,0.0,10520.02,0.91,1.04,0.86,0.91,1.01,1.11,0.97
Western,THERMAL,CHHATISGARH,2021-22,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,8334.89,5848.69,0.00,2185.49,3701.31,0.00,10000.00,8211540.58,6250.05,0.08,8217790.64,0.99,7.41,0.0,9081.24,0.91,1.04,0.86,0.91,1.01,1.12,0.97
Western,THERMAL,CHHATISGARH,2022-23,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,9736.00,6824.00,0.00,1647.00,3704.00,4102.87,11000.00,9587832.00,5181.00,0.05,9593013.00,0.99,8.42,0.0,10758.39,0.98,0.99,0.86,0.92,1.00,1.09,0.96
Western,THERMAL,CHHATISGARH,2023-24,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,9889.00,6965.00,0.00,2071.00,3200.13,2532.71,10048.51,9580019.68,5450.01,,9585469.69,0.97,7.42,0.0,10716.64,0.90,1.05,0.87,0.92,0.99,1.08,0.96
Western,THERMAL,CHHATISGARH,2024-25,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,,7576.91,310.07,3484.33,3202.11,2437.65,10048.51,9013558.40,7285.35,,9188754.64,0.94,7.01,1.0,10635.71,0.89,1.02,0.88,0.92,0.98,1.08,0.96
Western,THERMAL,CHHATISGARH,2025-26,AKALTARA TPS,0,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.967853,82.422811,operating,,,,,COAL,OIL,1800,1800,,4768.20,60.94,3711.02,3112.74,2069.68,10051.05,4775462.81,8794.25,,5715159.62,1.00,8.34,1.0,6175.51,0.91,1.04,0.91,0.95,1.00,1.02,0.97
Western,THERMAL,CHHATISGARH,2018-19,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,,,,,,,,,,,,,,,0.00,0.74,0.73,,,,,
Western,THERMAL,CHHATISGARH,2019-20,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,,,,,,,,,,,,,,,0.00,0.74,0.73,,,,,
Western,THERMAL,CHHATISGARH,2020-21,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,3406.69,2338.28,0.00,829.77,3695.25,0.00,10100.00,3277556.78,2396.70,0.07,3279953.48,0.96,6.58,0.0,0.00,0.92,1.03,,,,,
Western,THERMAL,CHHATISGARH,2021-22,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,3181.61,2237.27,0.00,876.39,3694.00,0.00,10000.00,3134914.52,2506.30,0.08,3137420.82,0.99,6.92,0.0,0.00,0.93,1.02,,,,,
Western,THERMAL,CHHATISGARH,2022-23,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,3185.00,2214.57,0.00,439.00,3710.00,3936.31,11000.00,3116553.00,1381.00,0.04,3117934.00,0.98,7.33,0.0,0.00,0.95,0.98,,,,,
Western,THERMAL,CHHATISGARH,2023-24,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,2778.00,1978.00,0.00,846.00,277.95,922.49,996.76,2731103.03,2226.32,,2733329.35,0.98,4.09,0.0,0.00,0.85,0.85,,,,,
Western,THERMAL,CHHATISGARH,2024-25,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,,,,,,,,,,,,,,,0.00,0.74,0.73,,,,,
Western,THERMAL,CHHATISGARH,2025-26,AKALTARA TPS,1,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2013,,,Subcritical coal,COAL,OIL,1800,600,,,,,,,,,,,,,,,0.00,0.74,0.73,,,,,
Western,THERMAL,CHHATISGARH,2018-19,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,3360.00,2231.82,122.69,1130.00,3671.00,3671.00,10100.00,3268473.18,3263.88,0.10,3271737.07,0.97,6.80,0.0,3232.61,0.93,1.06,0.93,0.95,0.99,1.05,0.97
Western,THERMAL,CHHATISGARH,2019-20,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,,2869.86,4.73,790.39,3706.03,1594.39,10108.21,0.00,0.00,0.00,0.00,0.00,6.78,0.0,4356.68,0.36,0.47,,,,,
Western,THERMAL,CHHATISGARH,2020-21,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,2910.96,2048.67,0.00,859.37,3664.97,0.00,10100.00,2848084.92,2482.20,0.09,2850567.12,0.98,7.27,0.0,3448.36,0.93,1.04,0.92,0.97,1.02,1.05,0.99
Western,THERMAL,CHHATISGARH,2021-22,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,2976.64,2087.54,0.00,743.60,3705.00,0.00,10000.00,2933826.80,2126.54,0.07,2935953.34,0.99,7.16,0.0,3888.16,0.93,1.02,0.89,0.96,1.01,1.05,0.99
Western,THERMAL,CHHATISGARH,2022-23,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,3134.00,2200.10,0.00,873.00,3708.00,3948.81,11000.00,3094518.00,2746.00,0.09,3097264.00,0.99,7.22,0.0,3086.88,0.97,0.99,0.93,0.96,1.01,1.08,0.99
Western,THERMAL,CHHATISGARH,2023-24,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,3580.00,2496.00,0.00,584.00,3183.61,1848.39,10064.88,3455794.10,1536.84,,3457330.94,0.97,7.27,0.0,3837.27,0.92,1.03,0.91,0.95,0.99,1.02,0.97
Western,THERMAL,CHHATISGARH,2024-25,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,,2440.08,54.84,528.67,3183.59,2019.21,10065.58,2201775.43,0.00,,3059471.74,0.99,7.14,1.0,3371.38,0.93,1.00,0.92,0.95,1.00,1.03,0.98
Western,THERMAL,CHHATISGARH,2025-26,AKALTARA TPS,2,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2014,,,Subcritical coal,COAL,OIL,1800,600,,1593.48,0.00,430.05,3012.15,1339.14,10083.96,1545908.76,1891.89,,2033110.35,1.07,12.43,1.0,2077.42,0.96,1.18,0.98,1.02,1.08,1.14,1.05
Western,THERMAL,CHHATISGARH,2018-19,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,3343.00,2141.46,124.59,1811.00,3707.00,3707.00,10100.00,3175979.43,5230.88,0.16,3181210.31,0.95,7.86,0.0,1966.62,0.93,1.08,0.93,0.96,1.01,1.06,0.99
Western,THERMAL,CHHATISGARH,2019-20,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,4014.11,2617.23,101.42,647.60,3781.00,3781.00,10100.00,3890478.88,1870.52,0.05,3892349.40,0.97,7.60,0.0,6981.67,0.93,1.03,0.93,0.95,1.00,1.05,0.98
Western,THERMAL,CHHATISGARH,2020-21,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,3398.49,2308.98,0.00,843.78,3706.27,0.00,10100.00,3246145.42,2437.17,0.08,3248582.58,0.96,7.89,0.0,4338.22,0.94,1.04,0.92,0.97,1.02,1.06,0.99
Western,THERMAL,CHHATISGARH,2021-22,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,2176.64,1523.87,0.00,565.50,3707.00,0.00,10000.00,2142799.26,1617.21,0.08,2144416.48,0.99,8.45,0.0,1800.65,0.93,1.02,0.97,0.99,1.04,1.06,1.02
Western,THERMAL,CHHATISGARH,2022-23,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,3417.00,2409.65,0.00,335.00,3695.00,4163.12,11000.00,3377371.00,1054.00,0.03,3378425.00,0.99,10.46,0.0,4246.59,0.99,0.99,0.94,0.98,1.05,1.14,1.02
Western,THERMAL,CHHATISGARH,2023-24,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP /NARIYARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,3531.00,2491.00,0.00,641.00,3086.56,1728.03,10068.93,3393122.55,1686.84,,3394809.40,0.96,7.59,0.0,3023.80,0.92,1.04,0.91,0.94,0.98,1.02,0.96
Western,THERMAL,CHHATISGARH,2024-25,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,,2710.53,4.30,533.46,3192.92,1862.02,10064.88,2655172.59,0.00,,3387423.49,0.98,7.11,1.0,3664.49,0.92,1.00,0.92,0.95,0.98,1.01,0.97
Western,THERMAL,CHHATISGARH,2025-26,AKALTARA TPS,3,"['AKALTARA TPS', 'AKALTARA TPP', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,2018,,,Subcritical coal,COAL,OIL,1800,600,,1602.77,0.00,421.89,2967.43,1619.03,10083.96,1511944.50,1762.97,,2001817.47,1.07,12.41,1.0,2036.40,0.96,1.17,0.98,1.02,1.08,1.13,1.05
Western,THERMAL,CHHATISGARH,2018-19,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,2187.92,10.69,1234.26,3396.67,1639.98,9305.91,1820519.50,74850.85,,3014975.87,0.93,6.05,1.0,3799.59,0.91,0.99,0.92,0.95,1.00,1.10,0.98
Western,THERMAL,CHHATISGARH,2019-20,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,2197.77,0.00,1114.72,3481.10,1188.12,9274.81,2528909.72,73248.48,,3047484.77,0.93,5.71,1.0,3982.97,0.90,1.00,0.92,0.95,0.99,1.03,0.97
Western,THERMAL,CHHATISGARH,2020-21,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,1285.23,0.00,1154.04,3936.82,138.53,9339.56,1303854.96,70606.58,,2109627.52,1.01,9.08,1.0,2733.43,0.95,1.07,0.93,0.98,1.05,1.11,1.02
Western,THERMAL,CHHATISGARH,2021-22,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,1851.66,0.00,912.66,3465.10,15.82,9304.53,1854638.81,72682.24,,2492546.65,0.92,5.79,1.0,3392.43,0.91,0.98,0.91,0.95,0.99,1.03,0.97
Western,THERMAL,CHHATISGARH,2022-23,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,1948.72,112.12,781.52,3349.48,3119.33,9382.84,2637045.26,73532.69,,2875933.79,0.94,5.82,1.0,3424.93,0.93,0.97,0.93,0.95,0.99,1.03,0.97
Western,THERMAL,CHHATISGARH,2023-24,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,2687.43,0.00,1020.45,2790.06,1488.50,9315.41,3253838.33,91217.64,,3339350.38,0.94,5.90,1.0,3855.57,0.92,0.98,0.91,0.94,0.99,1.08,0.97
Western,THERMAL,CHHATISGARH,2024-25,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,2405.58,0.00,999.83,2790.89,1500.83,9315.41,2431552.47,59399.93,,2938839.71,0.93,5.85,1.0,3599.84,0.91,0.99,0.91,0.94,0.98,1.01,0.97
Western,THERMAL,CHHATISGARH,2025-26,AKALTARA TPS,4,"['AKALTARA TPS', 'KSK Mahanadi Power Project']",21.960296,82.409064,operating,,,,Subcritical coal,COAL,,1800,600,,1221.82,0.00,619.11,3023.37,1183.62,9314.72,1183494.56,50839.36,,1638883.65,0.98,7.37,1.0,2061.69,0.93,1.03,0.93,0.96,1.02,1.06,0.99
Western,THERMAL,GUJARAT,2018-19,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,976.66,1199.31,0.00,834.71,2923.13,0.00,10440.00,1475116.82,2492.14,0.17,1477608.96,1.51,17.75,0.0,1193.56,1.35,1.81,1.24,1.40,1.63,1.86,1.52
Western,THERMAL,GUJARAT,2019-20,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,553.26,927.12,0.00,807.46,2860.95,0.00,10459.13,1116072.29,2415.20,0.22,1118487.49,2.02,25.26,0.0,756.89,1.78,2.02,1.25,1.52,2.03,2.71,1.82
Western,THERMAL,GUJARAT,2020-21,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,293.61,584.56,0.00,922.32,2862.61,0.00,10470.00,704108.45,2761.63,0.39,706870.08,2.41,32.51,0.0,457.10,2.41,2.41,1.31,1.55,2.09,2.72,1.85
Western,THERMAL,GUJARAT,2021-22,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,459.59,575.24,0.00,1085.48,3228.19,0.00,10503.46,781366.76,3260.54,0.42,784627.30,1.71,22.06,0.0,590.79,1.66,2.02,1.21,1.48,1.99,2.68,1.77
Western,THERMAL,GUJARAT,2022-23,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,658.66,731.56,0.00,961.96,3278.54,4444.53,10465.60,1009206.00,2879.00,0.29,1012085.00,1.54,19.86,0.0,820.76,1.49,1.72,1.12,1.35,1.81,2.11,1.58
Western,THERMAL,GUJARAT,2023-24,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,333.53,510.98,0.00,1214.75,1262.70,1255.65,10166.62,652071.94,3656.25,,655728.19,1.97,15.31,0.0,453.75,1.51,1.97,1.14,1.31,1.61,1.98,1.49
Western,THERMAL,GUJARAT,2024-25,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,,516.03,47.24,1908.34,1807.29,1090.45,9358.01,179449.28,3107.37,,361031.62,1.91,20.47,1.0,88.13,1.65,2.17,1.27,1.51,2.00,2.69,1.80
Western,THERMAL,GUJARAT,2025-26,AKRIMOTA LIG TPS,0,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.76981,68.645917,operating,,,,,LIGN,OIL,250,250,,486.66,19.65,1783.53,1751.31,819.30,7495.93,111949.35,3055.05,,202326.17,2.19,22.16,1.0,14.50,2.09,2.27,1.27,1.51,2.02,2.67,1.80
Western,THERMAL,GUJARAT,2018-19,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,618.12,0.00,1544.23,3113.11,418.31,10205.83,391824.57,4042.46,,759743.30,1.56,15.58,1.0,621.70,1.45,1.74,1.21,1.39,1.59,1.76,1.49
Western,THERMAL,GUJARAT,2019-20,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,493.18,0.00,1194.20,3138.37,307.20,10162.44,219288.31,2929.16,,520922.83,1.64,15.78,1.0,386.69,1.47,1.88,1.25,1.41,1.61,1.79,1.51
Western,THERMAL,GUJARAT,2020-21,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,467.56,0.00,565.23,3121.44,523.48,10078.24,295131.87,1794.64,,362672.48,1.76,19.32,1.0,259.07,1.50,2.06,1.25,1.45,1.86,2.58,1.70
Western,THERMAL,GUJARAT,2021-22,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,516.23,0.00,1313.80,2966.56,708.12,10166.29,233100.46,3181.45,,546288.57,1.62,14.69,1.0,409.91,1.43,1.83,1.22,1.38,1.56,1.67,1.46
Western,THERMAL,GUJARAT,2022-23,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,328.00,357.42,0.00,445.34,3293.68,4073.82,10464.11,495351.00,1333.00,0.27,496684.00,1.51,19.84,0.0,408.40,1.50,1.66,1.09,1.37,1.82,2.13,1.60
Western,THERMAL,GUJARAT,2023-24,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,187.66,282.96,0.00,622.34,2021.75,1263.60,10143.11,360631.57,1872.96,,362504.53,1.93,17.97,0.0,250.29,1.63,1.99,1.25,1.43,1.75,2.09,1.62
Western,THERMAL,GUJARAT,2024-25,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,540.66,0.00,1096.50,2225.56,1146.99,9356.89,295573.66,1717.73,,224256.26,1.99,21.50,1.0,88.13,1.64,2.15,1.27,1.52,1.99,2.65,1.81
Western,THERMAL,GUJARAT,2025-26,AKRIMOTA LIG TPS,1,"['AKRIMOTA LIG TPS', 'AKRIMOTA LIG', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2007,,lignite,Subcritical coal,LIGN,OIL,250,125,,,,,,,,,,,,,,,0.00,0.83,0.44,,,,,
Western,THERMAL,GUJARAT,2018-19,AKRIMOTA LIG TPS,2,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2006,,lignite,Subcritical coal,LIGN,OIL,250,125,,588.52,0.00,1446.67,3116.39,418.31,10199.14,401587.25,3801.65,,667885.29,1.62,15.57,1.0,571.86,1.44,1.75,1.22,1.38,1.58,1.75,1.48
Western,THERMAL,GUJARAT,2019-20,AKRIMOTA LIG TPS,2,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2006,,lignite,Subcritical coal,LIGN,OIL,250,125,,491.10,0.00,1193.99,3150.61,340.02,10162.44,184500.14,2929.16,,526868.78,1.66,16.10,1.0,370.20,1.47,1.88,1.25,1.39,1.60,1.81,1.50
Western,THERMAL,GUJARAT,2020-21,AKRIMOTA LIG TPS,2,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2006,,lignite,Subcritical coal,LIGN,OIL,250,125,,412.99,0.00,551.22,3208.04,510.62,10009.19,221612.16,1985.16,,282820.65,1.86,19.23,1.0,198.03,1.47,2.10,1.27,1.48,1.91,2.63,1.74
Western,THERMAL,GUJARAT,2021-22,AKRIMOTA LIG TPS,2,"['AKRIMOTA LIG TPS', 'Akrimota Power Project']",23.7724998,68.6455556,operating,2006,,lignite,Subcritical coal,LIGN,OIL,250,125,,419.37,0.00,537.20,3219.80,700.24,10053.08,256211.47,1876.42,,289791.97,1.84,18.47,1.0,180.88,1.46,2.10,1.29,1.48,1.85,2.59,1.72
