name,category,mineral_type,latitude,longitude,status,capacity,owner,source,location_precision,source_url_or_reference
Nirmala Minerals Ghugharikala Mine,mining,iron_ore,23.376416,80.170973,operating,200,Nirmala Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Nirmala_Minerals_Ghugharikala_Mine
NKPK Ghatkuri Mine,mining,iron_ore,22.136432,85.342913,operating,820,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NKPK_Ghatkuri_Mine
NMDC Bailadila-Bacheli Deposit 10 Mine,mining,iron_ore,18.702536,81.223817,operating,6000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Bacheli_Deposit_10_Mine
NMDC Bailadila-Bacheli Deposit 11A Mine,mining,iron_ore,18.682085,81.22311,operating,2800,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Bacheli_Deposit_11A_Mine
NMDC Bailadila-Bacheli Deposit 5 Mine,mining,iron_ore,18.676037,81.187778,operating,10000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Bacheli_Deposit_5_Mine
NMDC Bailadila-Kirandul Deposit 11B Mine,mining,iron_ore,18.658576,81.230241,operating,7000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Kirandul_Deposit_11B_Mine
NMDC Bailadila-Kirandul Deposit 11C Mine,mining,iron_ore,18.633643,81.238373,operating,1500,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Kirandul_Deposit_11C_Mine
NMDC Bailadila-Kirandul Deposit 14 Mine,mining,iron_ore,18.606222,81.226097,operating,5000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Kirandul_Deposit_14_Mine
NMDC Bailadila-Kirandul Deposit 14 NMZ Mine,mining,iron_ore,18.615358,81.229663,operating,5500,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Bailadila-Kirandul_Deposit_14_NMZ_Mine
NMDC Donimalai Mine,mining,iron_ore,15.047897,76.632772,operating,7000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Donimalai_Mine
NMDC Kumaraswamy Mine,mining,iron_ore,15.009585,76.598638,operating,10000,National Mineral Development Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NMDC_Kumaraswamy_Mine
NPSPL Roida Mine,mining,iron_ore,22.040317,85.366643,operating,3500,Narbheram Power and Steel Private Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/NPSPL_Roida_Mine
OMC Banspani Mine,mining,iron_ore,21.965699,85.417538,operating,1000,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Banspani_Mine
OMC Daitari Mine,mining,iron_ore,21.105561,85.806755,operating,6000,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Daitari_Mine
OMC Gandhamardan A Mine,mining,iron_ore,21.633018,85.505024,operating,2880,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Gandhamardan_A_Mine
OMC Gandhamardan B Mine,mining,iron_ore,21.6198,85.511095,operating,9120,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Gandhamardan_B_Mine
OMC Guali Mine,mining,iron_ore,21.994285,85.311181,operating,12000,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Guali_Mine
OMC Jilling-Langalotta Mine,mining,iron_ore,21.950588,85.431212,operating,6280,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Jilling-Langalotta_Mine
OMC Khandbandh Mine,mining,iron_ore,21.947416,85.407554,operating,1000,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Khandbandh_Mine
OMC Kurmitar Mine,mining,iron_ore,21.75439,85.15988,operating,7400,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Kurmitar_Mine
OMC Maha Parvat Mine,mining,iron_ore,21.884981,85.424931,operating,1000,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Maha_Parvat_Mine
OMC Roida C Mine,mining,iron_ore,22.041895,85.399798,operating,460,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Roida_C_Mine
OMC Tiringpahar Mine,mining,iron_ore,21.966394,85.386286,operating,330,Odisha Mining Corporation Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMC_Tiringpahar_Mine
OMDC Bagiaburu Mine,mining,iron_ore,22.136313,85.387338,operating,360,Orissa Minerals Development Company Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/OMDC_Bagiaburu_Mine
Panduronga Timblo Bondra Mine,mining,iron_ore,15.362383,74.155652,operating,500,Pandurang Timblo Industries [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Panduronga_Timblo_Bondra_Mine
Panduronga Timblo Sailetembo Suctolim Mine,mining,iron_ore,15.361515,74.166643,operating,300,Pandurang Timblo Industries [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Panduronga_Timblo_Sailetembo_Suctolim_Mine
PB Setty Karadikolla Suresh Mine,mining,iron_ore,15.226616,76.432359,operating,898,P Balasubbashetty & Sons [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/PB_Setty_Karadikolla_Suresh_Mine
Prakash Industries Sirkagutu Mine,mining,iron_ore,21.794576,85.327646,operating,1000,Prakash Industries [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Prakash_Industries_Sirkagutu_Mine
Prateek Minerals Narda Mine,mining,iron_ore,27.732337,75.941181,operating,43,Prateek Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,approximate,https://www.gem.wiki/Prateek_Minerals_Narda_Mine
PTAL Raikela & Tantra Mine,mining,iron_ore,21.878309,85.181972,operating,1080,Penguin Trading & Agencies Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/PTAL_Raikela_&_Tantra_Mine
PVS Pathikonda Mine,mining,iron_ore,15.215409,76.440483,operating,98,P Venganna Setty & Bros [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/PVS_Pathikonda_Mine
R Praveen Chandra John Mine,mining,iron_ore,14.230106,76.202839,operating,1500,Prakash Sponge Iron and Power Private Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/R_Praveen_Chandra_John_Mine
RBSSN Sankalapuram Mine,mining,iron_ore,15.235106,76.421994,operating,243,Rai Bahadur Seth Shreeram Narsingdas Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/RBSSN_Sankalapuram_Mine
RMML Iyli Gurunathappa Mine,mining,iron_ore,15.159246,76.442566,operating,906,Ramgad Minerals & Mining Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/RMML_Iyli_Gurunathappa_Mine
RMML Jaisingpur Mine,mining,iron_ore,15.199819,76.465476,operating,unknown,Ramghad Mines & Minerals Private Limited (Dalmia) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/RMML_Jaisingpur_Mine
RMML Sachidananda Mine,mining,iron_ore,15.180778,76.425725,operating,500,Ramgad Minerals & Mining (Pvt) Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/RMML_Sachidananda_Mine
Rungta Mines Ghatkuri Mine,mining,iron_ore,22.241509,85.382459,operating,7552,Rungta Mines [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Rungta_Mines_Ghatkuri_Mine
Rungta Sons Mahulsukha Mine,mining,iron_ore,21.792453,85.148819,operating,60,Rungta Sons Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Rungta_Sons_Mahulsukha_Mine
Rungta Sons Oraghat Mine,mining,iron_ore,21.925983,85.306194,operating,10000,Rungta Sons Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Rungta_Sons_Oraghat_Mine
Rungta Sons Sanindpur Mine,mining,iron_ore,21.927708,85.304348,operating,10000,Rungta Sons Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Rungta_Sons_Sanindpur_Mine
SA Thwab Sandur Mine,mining,iron_ore,15.148554,76.452051,operating,68,SA Thwab & Co [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SA_Thwab_Sandur_Mine
Sai Balaji Obulapuram Mine,mining,iron_ore,15.056033,76.859235,operating,100,Sai Balaji Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sai_Balaji_Obulapuram_Mine
SAIL Barsua Mine,mining,iron_ore,21.871274,85.149584,operating,3990,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Barsua_Mine
SAIL Bolani Mine,mining,iron_ore,22.103431,85.302394,operating,12000,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Bolani_Mine
SAIL Dalli Mine,mining,iron_ore,20.570856,81.021508,operating,675,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Dalli_Mine
SAIL Gua (Duarguiburu) Mine,mining,iron_ore,22.211793,85.352874,operating,12500,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Gua_(Duarguiburu)_Mine
SAIL Jharan Dalli Mine,mining,iron_ore,20.563854,81.046262,operating,14000,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Jharan_Dalli_Mine
SAIL Kalta Mine,mining,iron_ore,21.973018,85.213118,operating,4000,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Kalta_Mine
SAIL Kiriburu Mine,mining,iron_ore,22.072726,85.267298,operating,7500,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Kiriburu_Mine
SAIL Mahamaya-Dulki Mine,mining,iron_ore,20.485727,80.988404,operating,1460,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Mahamaya-Dulki_Mine
SAIL Manoharpur (Dhobil) Mine,mining,iron_ore,22.261726,85.273121,operating,750,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Manoharpur_(Dhobil)_Mine
SAIL Meghahatuburu Mine,mining,iron_ore,22.106718,85.279108,operating,8500,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Meghahatuburu_Mine
SAIL Rajhara Mine,mining,iron_ore,20.56984,81.095046,operating,3500,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Rajhara_Mine
SAIL Rowghat Mine,mining,iron_ore,19.747479,81.139969,operating,2000,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Rowghat_Mine
SAIL Taldih Mine,mining,iron_ore,21.901902,85.157258,operating,3000,Steel Authority of India [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SAIL_Taldih_Mine
Sankalp Agrawal Bijaiya Mine,mining,iron_ore,23.357921,80.189089,operating,100,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sankalp_Agrawal_Bijaiya_Mine
Sarda Dongarbor Mine,mining,iron_ore,20.442795,80.920334,operating,1500,Sarda Energy & Minerals Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sarda_Dongarbor_Mine
SB Minerals Venkatagiri Mine,mining,iron_ore,15.204026,76.400078,operating,200,SB Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SB_Minerals_Venkatagiri_Mine
SBPIL Hahaladdi Mine,mining,iron_ore,20.193026,80.903165,operating,1400,Shri Bajrang Power & Ispat Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SBPIL_Hahaladdi_Mine
SC Padhee Gurubeda Mine,mining,iron_ore,21.970685,85.446024,operating,400,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SC_Padhee_Gurubeda_Mine
Serajuddin Balda Mine,mining,iron_ore,21.882824,85.403858,operating,15000,Serajuddin & Co [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Serajuddin_Balda_Mine
Sesa Sterlite Sanquelim Mine,mining,iron_ore,15.555378,74.01153,operating,unknown,Vedanta Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sesa_Sterlite_Sanquelim_Mine
Shikha Modi Kharoti Dhaniya Mine,mining,iron_ore,27.724012,75.695799,operating,13,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Shikha_Modi_Kharoti_Dhaniya_Mine
Shiv Kumar Agarwal Birsinghpur Mine,mining,iron_ore,24.885889,81.019142,operating,1,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Shiv_Kumar_Agarwal_Birsinghpur_Mine
Shree Arya Lakshmi Tavasikonda Mine,mining,iron_ore,15.452101,78.067099,operating,355,Shree Arya Lakshmi Steel Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Shree_Arya_Lakshmi_Tavasikonda_Mine
Shree Gavisiddeshwara Minerals Sandur Mine,mining,iron_ore,15.034737,76.631536,operating,260,Shree Gavisiddeshwara Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Shree_Gavisiddeshwara_Minerals_Sandur_Mine
Shrikant Pandey Hrideyanagar Mine,mining,iron_ore,23.376409,80.026251,operating,35,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Shrikant_Pandey_Hrideyanagar_Mine
SKME Ramandurga Mine,mining,iron_ore,15.073314,76.507267,operating,2800,Sri Kumaraswamy Mineral Exports [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SKME_Ramandurga_Mine
SMIORE Deogiri Mine,mining,iron_ore,14.990704,76.593219,operating,5478,Sandur Manganese & Iron Ores [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SMIORE_Deogiri_Mine
SMIORE Ramghad Mine,mining,iron_ore,15.080848,76.487477,operating,32,Sandur Manganese & Iron ores [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SMIORE_Ramghad_Mine
SMM Dudhwa Mine,mining,iron_ore,28.474666,75.081538,operating,200,Shakambhari Maa Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,approximate,https://www.gem.wiki/SMM_Dudhwa_Mine
SN Mohanty KJST Mine,mining,iron_ore,21.876106,85.186559,operating,2800,SN Mohanty [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SN_Mohanty_KJST_Mine
SN Mohanty Nuagaon Mine,mining,iron_ore,21.90261,85.215025,operating,106,SN Mohanty [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SN_Mohanty_Nuagaon_Mine
Sree Metaliks Khandbandh Mine,mining,iron_ore,21.961493,85.376845,operating,1500,Sree Metaliks Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sree_Metaliks_Khandbandh_Mine
Sri Anjani Pandlimarri Mine,mining,iron_ore,14.480641,78.590759,operating,1200,Sri Anjani Mines & Minerals [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Sri_Anjani_Pandlimarri_Mine
Sri Padmavathi Veldurthi Mine,mining,iron_ore,14.140672,80.003746,operating,40,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,approximate,https://www.gem.wiki/Sri_Padmavathi_Veldurthi_Mine
Suveera Enterprises Haraginadona Mine,mining,iron_ore,15.139771,76.762693,operating,127,Suveera Enterprises LLP [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Suveera_Enterprises_Haraginadona_Mine
Suveera Enterprises Sanjeevarayana Kote Mine,mining,iron_ore,15.045495,76.925903,operating,90,Suveera Enterprises LLP [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Suveera_Enterprises_Sanjeevarayana_Kote_Mine
SV Srinivasalu Jaisingpur Mine,mining,iron_ore,15.192025,76.464229,operating,100,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SV_Srinivasalu_Jaisingpur_Mine
SWML Bhangaon Mine,mining,iron_ore,22.029972,85.250067,operating,2000,South West Mining Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/SWML_Bhangaon_Mine
Tarini Deojhar Mine,mining,iron_ore,22.107654,85.467609,operating,153,Tarini Minerals Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tarini_Deojhar_Mine
Tata Steel Bamebari Mine,mining,iron_ore,21.906803,85.428329,operating,300,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Bamebari_Mine
Tata Steel Joda East Mine,mining,iron_ore,22.010132,85.437204,operating,19500,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Joda_East_Mine
Tata Steel Joda West Mine,mining,iron_ore,22.028505,85.397262,operating,2000,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Joda_West_Mine
Tata Steel Katamati Mine,mining,iron_ore,22.119436,85.486642,operating,13500,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Katamati_Mine
Tata Steel Khondbond Mine,mining,iron_ore,21.930904,85.381083,operating,11670,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Khondbond_Mine
Tata Steel Noamundi Mine,mining,iron_ore,22.13467,85.498309,operating,10000,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Noamundi_Mine
Tata Steel Tiring Pahar Mine,mining,iron_ore,21.930605,85.401295,operating,690,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Tiring_Pahar_Mine
Tata Steel Vijay-II Mine,mining,iron_ore,22.184829,85.354648,operating,2500,Tata Steel [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tata_Steel_Vijay-II_Mine
TBAPL Haraginadona Mine,mining,iron_ore,15.118205,76.775692,operating,unknown,Tiffins Barytes Asbestos and Paints [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/TBAPL_Haraginadona_Mine
TP Mohanty Naibaga Mine,mining,iron_ore,21.836959,85.399016,operating,588,natural person(s) [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/TP_Mohanty_Naibaga_Mine
Tumkur Minerals Sondenahalli Mine,mining,iron_ore,13.359674,76.698165,operating,403,Tumkur Minerals Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Tumkur_Minerals_Sondenahalli_Mine
Vedanta Bicholim Mine,mining,iron_ore,15.605424,73.916491,operating,3000,Vedanta Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Vedanta_Bicholim_Mine
Vendanta A Narrain Mine,mining,iron_ore,14.224704,76.207168,operating,5890,Vedanta Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/Vendanta_A_Narrain_Mine
VESCO Dharmapuri Mine,mining,iron_ore,15.093942,76.483673,operating,1400,Veerabhadrappa Sangappa & Company [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/VESCO_Dharmapuri_Mine
VESCO Ramanmalai Mine,mining,iron_ore,15.089822,76.485743,operating,1100,Veerabhadrappa Sangappa & Company [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/VESCO_Ramanmalai_Mine
VG Quenim Sonshi Mine,mining,iron_ore,15.534946,74.041316,operating,200,VG Quenim Mining Private Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/VG_Quenim_Sonshi_Mine
VGMPL Belagal Mine,mining,iron_ore,15.097047,76.812368,operating,275,Vibhuti Gudda Minerals Pvt Ltd [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/VGMPL_Belagal_Mine
VMS Velguem/Surla Mine,mining,iron_ore,15.495227,74.047044,operating,1350,VM Salgaocar & Brothers Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,approximate,https://www.gem.wiki/VMS_Velguem/Surla_Mine
VNK Menon Ramgad Mine,mining,iron_ore,15.068018,76.512889,operating,100,VNK Menon Minerals Privated Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/VNK_Menon_Ramgad_Mine
YSPL Kolmong Mine,mining,iron_ore,21.945587,85.310589,operating,40,Yazdani Steel & Power Limited [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/YSPL_Kolmong_Mine
ZTC Dharmapur Mine,mining,iron_ore,15.146178,76.455553,operating,300,Zeenath Transport Company [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/ZTC_Dharmapur_Mine
ZTC Ramgad Mine,mining,iron_ore,15.083492,76.495439,operating,480,Zeenath Transport Company [100%],GEM_Global_Iron_Ore_Mines_Tracker,exact,https://www.gem.wiki/ZTC_Ramgad_Mine
